customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment_name,business_label,vp_marketing_read,recommended_action
col_unique_000903,475,1,982900.0,2,1,4,214,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000904,292,2,1636300.0,3,4,4,344,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000905,186,1,219500.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000907,495,1,204200.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000908,267,3,974800.0,3,4,4,344,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000909,565,2,935300.0,1,4,4,144,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000910,115,2,413500.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000911,335,1,170400.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000912,467,2,187000.0,2,4,2,242,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000914,156,2,782900.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000915,237,1,155000.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000916,184,1,779900.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000917,461,1,117900.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000919,558,1,426800.0,1,1,3,113,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000921,246,1,140000.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000925,163,1,262500.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000926,538,1,117300.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000927,247,1,891800.0,3,1,4,314,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000928,324,1,234200.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000929,435,1,76700.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000931,253,4,1691000.0,3,4,4,344,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_000932,269,1,660900.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000933,657,1,1331500.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000935,213,1,387700.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000936,95,2,497200.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000937,557,1,950700.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000939,481,1,113600.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000940,471,1,103600.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000941,701,1,1479800.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000943,74,2,818700.0,4,4,4,444,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000944,394,2,1208700.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000945,673,1,1348500.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000946,197,1,650700.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000950,693,1,160800.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000953,485,1,538100.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000955,164,1,159500.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000956,251,1,537400.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000957,639,1,471200.0,1,1,3,113,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000958,581,1,1070400.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000959,201,3,620400.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000960,139,2,564600.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000961,156,1,80000.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000962,644,2,182100.0,1,4,2,142,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000963,365,2,1593300.0,3,4,4,344,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000964,353,1,1126600.0,3,1,4,314,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000965,392,1,183500.0,2,1,2,212,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000968,594,1,224800.0,1,1,2,112,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000969,371,1,658000.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000970,168,1,327000.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000972,482,1,204300.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000973,286,1,255000.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000974,487,1,575700.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000975,378,1,92900.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000976,324,1,116400.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000978,318,1,192700.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000979,687,1,136100.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000980,317,1,107800.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000982,499,1,131700.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000984,387,1,883800.0,2,1,4,214,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000985,618,1,267300.0,1,1,2,112,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000987,410,1,174100.0,2,1,2,212,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000989,295,1,1542300.0,3,1,4,314,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000991,488,1,152300.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000992,626,1,247100.0,1,1,2,112,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000993,369,2,1456800.0,3,4,4,344,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000994,40,5,2485800.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_000995,318,1,1853900.0,3,1,4,314,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000997,566,1,105000.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000998,505,1,319400.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000999,353,1,504800.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001000,484,1,939500.0,2,1,4,214,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_001001,187,2,1833200.0,4,4,4,444,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001002,597,2,1051500.0,1,4,4,144,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_001003,181,1,432400.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001004,178,1,785000.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001005,714,1,93100.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001007,549,1,139700.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001009,297,1,381700.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001010,248,1,173100.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001011,685,1,148300.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001012,162,1,307400.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001013,474,1,109800.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001015,488,1,278700.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001016,408,1,73200.0,2,1,1,211,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001017,513,1,98400.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001018,464,1,1565100.0,2,1,4,214,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_001019,496,1,324600.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001020,505,1,720100.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001021,605,1,1446800.0,1,1,4,114,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_001022,480,1,261000.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001024,522,2,684700.0,2,4,3,243,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001026,170,2,585100.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001027,350,1,86600.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001028,408,1,215200.0,2,1,2,212,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001029,485,1,169700.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001030,232,1,157900.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001031,610,1,574200.0,1,1,3,113,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001032,440,2,433400.0,2,4,3,243,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001033,495,1,470800.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001034,257,1,776500.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001035,471,1,1733500.0,2,1,4,214,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_001036,479,1,170100.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001038,283,1,403100.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001039,480,2,272500.0,2,4,2,242,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001040,399,1,295500.0,2,1,2,212,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001041,252,1,143900.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001042,428,1,177900.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001043,86,1,235900.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001044,344,1,344800.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001046,221,1,413000.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001047,248,1,286900.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_001050,444,1,576100.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001052,289,2,563200.0,3,4,3,343,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001053,443,2,396700.0,2,4,3,243,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001054,591,1,120300.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_001055,96,2,707600.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_001056,374,2,713900.0,3,4,3,343,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
